,step,vertical_idx,horizontal_idx
0,1,3,3
1,2,2,3
2,7,2,3
3,7,4,3
4,9,0,4
5,9,3,3
6,13,0,4
7,13,3,3
8,19,0,3
9,19,1,3
10,21,1,3
11,25,2,3
12,25,3,4
13,33,1,2
14,33,4,4
15,35,1,1
16,45,1,1
17,56,1,1
18,56,4,2
19,57,1,0
20,63,1,4
21,71,0,2
22,71,0,4
23,74,2,4
24,79,1,4
25,88,2,3
26,90,3,3
27,92,0,1
28,93,1,4
29,96,2,4
30,97,3,4
31,102,2,4
32,110,0,4
33,110,3,4
34,118,2,3
35,123,2,4
36,130,4,1
37,132,4,2
38,134,1,4
39,137,1,4
40,142,0,2
41,159,0,3
42,167,4,2
43,174,2,3
44,175,1,4
45,179,4,2
46,183,4,4
47,194,3,2
48,195,3,0
49,196,4,3
50,199,1,4
