,step,vertical_idx,horizontal_idx
0,6,4,4
1,7,1,1
2,10,0,1
3,12,1,2
4,13,4,3
5,16,4,2
6,21,0,4
7,24,0,3
8,32,3,2
9,39,2,2
10,46,2,4
11,47,0,0
12,48,0,1
13,50,2,3
14,51,3,4
15,58,3,2
16,60,4,3
17,63,4,4
18,64,4,1
19,66,0,4
20,69,1,3
21,87,1,2
22,89,3,1
23,94,4,2
24,97,0,3
25,99,2,3
26,102,1,2
27,106,2,2
28,111,0,2
29,113,0,2
30,113,4,4
31,116,0,3
32,130,1,4
33,135,2,2
34,139,3,3
35,141,2,3
36,146,2,4
37,152,1,4
38,167,1,2
39,169,3,3
40,169,4,3
41,171,4,4
42,175,3,4
43,177,4,0
44,180,3,3
45,180,4,3
46,188,2,1
47,189,0,1
48,192,3,3
49,194,3,3
50,198,1,3
51,199,1,4
