,step,vertical_idx,horizontal_idx
0,2,1,0
1,4,4,2
2,22,1,4
3,27,2,4
4,29,1,4
5,38,1,2
6,41,0,4
7,43,0,2
8,48,4,1
9,69,0,4
10,69,1,3
11,71,2,4
12,71,4,4
13,73,1,2
14,79,1,4
15,81,2,4
16,83,4,4
17,90,2,4
18,92,2,2
19,95,2,3
20,98,0,3
21,98,1,4
22,98,2,4
23,111,4,3
24,113,0,3
25,114,3,2
26,117,2,3
27,118,1,2
28,118,3,4
29,125,0,0
30,127,0,2
31,128,2,2
32,141,3,3
33,143,0,2
34,147,0,3
35,154,2,4
36,156,1,1
37,159,0,1
38,161,3,3
39,163,3,1
40,165,3,3
41,167,2,4
42,168,3,3
43,169,2,3
44,170,0,3
45,171,1,2
46,182,4,4
47,183,4,0
48,185,4,4
49,188,2,3
50,191,0,0
51,195,1,4
