,step,vertical_idx,horizontal_idx
0,1,0,4
1,4,0,2
2,7,1,4
3,14,0,1
4,15,4,4
5,18,1,2
6,25,0,4
7,26,1,1
8,30,3,1
9,31,0,3
10,38,3,1
11,38,4,1
12,39,3,2
13,42,2,1
14,47,3,2
15,49,1,3
16,53,0,2
17,54,0,4
18,55,4,0
19,55,4,4
20,56,4,3
21,58,2,2
22,58,4,2
23,60,1,2
24,62,1,4
25,63,4,2
26,67,3,3
27,70,2,4
28,73,1,4
29,73,2,3
30,73,2,4
31,74,2,2
32,74,4,1
33,79,3,4
34,86,4,3
35,92,2,4
36,100,3,2
37,101,3,2
38,101,3,3
39,103,0,2
40,107,4,1
41,109,1,2
42,110,0,4
43,110,3,3
44,115,0,3
45,117,2,3
46,119,0,4
47,128,0,4
48,131,0,0
49,136,2,4
50,143,3,1
51,146,2,3
52,149,0,3
53,150,0,1
54,157,2,4
55,170,1,4
56,176,2,4
57,187,2,2
58,195,1,3
59,198,2,3
60,200,3,4
