,step,vertical_idx,horizontal_idx
0,4,2,4
1,7,2,3
2,22,4,0
3,24,2,3
4,30,1,4
5,34,3,4
6,37,1,2
7,42,0,4
8,46,4,2
9,49,3,3
10,52,0,3
11,53,4,1
12,55,4,2
13,63,2,2
14,68,3,0
15,76,0,3
16,78,1,3
17,82,1,4
18,101,1,3
19,108,2,4
20,109,3,4
21,117,3,4
22,124,4,4
23,128,2,2
24,128,3,4
25,135,4,4
26,139,1,3
27,144,3,2
28,146,0,3
29,164,0,0
30,167,0,3
31,167,1,4
32,171,3,4
33,171,4,4
34,172,2,4
35,172,4,2
36,174,0,4
37,174,2,3
38,176,0,2
39,177,2,3
40,181,3,0
41,183,4,1
42,184,1,1
43,185,3,4
44,187,2,1
45,191,4,4
46,193,0,3
