,step,vertical_idx,horizontal_idx
0,4,1,1
1,5,3,2
2,8,1,2
3,12,2,3
4,26,3,2
5,36,0,4
6,39,0,0
7,40,2,4
8,41,2,1
9,47,4,3
10,53,4,4
11,54,1,1
12,54,2,4
13,54,3,4
14,59,4,3
15,64,3,1
16,69,3,4
17,71,4,2
18,78,1,3
19,82,0,4
20,83,3,4
21,104,2,2
22,108,4,2
23,108,4,3
24,115,1,0
25,118,1,0
26,122,3,1
27,126,0,3
28,127,2,2
29,132,3,4
30,139,4,2
31,142,4,0
32,147,1,1
33,149,2,4
34,154,4,3
35,160,2,2
36,161,2,1
37,161,2,3
38,163,1,4
39,163,3,3
40,171,0,2
41,171,2,4
42,174,2,2
43,178,3,2
44,191,4,0
45,194,3,2
46,195,1,4
47,200,0,2
