,step,vertical_idx,horizontal_idx
0,1,3,2
1,5,3,2
2,12,2,2
3,15,0,2
4,33,4,2
5,37,3,1
6,39,1,2
7,46,0,4
8,50,0,4
9,51,0,4
10,54,4,3
11,60,3,4
12,65,1,3
13,66,3,4
14,69,2,1
15,69,2,3
16,70,1,4
17,74,0,2
18,77,2,4
19,81,4,0
20,83,3,4
21,85,4,4
22,92,4,2
23,93,2,2
24,93,3,4
25,96,3,3
26,105,2,1
27,112,1,3
28,115,3,4
29,117,4,4
30,124,1,1
31,125,4,4
32,132,2,4
33,135,1,2
34,139,2,3
35,139,2,4
36,140,3,2
37,148,0,4
38,151,2,4
39,151,4,2
40,158,0,4
41,162,0,4
42,163,0,2
43,173,1,4
44,173,2,1
45,180,2,4
46,181,0,2
47,181,1,2
48,181,4,3
49,182,4,4
50,183,0,1
51,185,3,3
52,191,3,3
53,192,1,3
54,192,4,4
55,198,4,2
