,step,vertical_idx,horizontal_idx
0,4,0,4
1,9,0,1
2,9,0,3
3,10,1,4
4,13,4,1
5,23,0,3
6,27,3,4
7,29,4,4
8,36,2,4
9,39,1,2
10,39,1,4
11,50,1,4
12,74,1,3
13,77,1,4
14,81,1,3
15,81,2,2
16,82,4,3
17,85,0,0
18,90,2,4
19,92,4,2
20,95,0,1
21,95,4,2
22,96,2,3
23,98,2,4
24,98,3,4
25,102,0,3
26,104,3,2
27,109,1,4
28,111,4,1
29,118,1,2
30,120,0,2
31,122,1,4
32,127,0,3
33,128,0,1
34,128,1,4
35,128,2,4
36,132,4,2
37,134,4,2
38,135,3,2
39,143,0,4
40,158,2,3
41,163,3,0
42,165,1,1
43,167,4,4
44,171,0,2
45,173,1,0
46,174,4,1
47,181,0,2
48,184,0,1
49,189,2,3
50,192,1,1
51,192,1,2
52,197,1,4
