,step,vertical_idx,horizontal_idx
0,11,3,4
1,13,4,4
2,15,1,2
3,18,4,2
4,20,3,2
5,27,4,2
6,35,1,1
7,37,0,4
8,37,3,3
9,41,0,1
10,47,4,2
11,49,1,2
12,51,2,4
13,57,0,0
14,65,0,3
15,68,4,2
16,82,0,4
17,91,2,3
18,94,2,3
19,97,2,4
20,106,0,3
21,120,2,2
22,122,2,3
23,125,4,0
24,129,1,4
25,131,1,3
26,132,3,3
27,133,4,1
28,143,4,4
29,149,1,2
30,152,1,1
31,152,2,2
32,158,1,4
33,166,3,3
34,173,0,3
35,174,1,3
36,175,0,4
37,175,3,3
38,176,1,3
39,177,3,4
40,179,0,3
41,181,3,4
42,185,2,4
43,187,1,3
44,187,2,4
45,189,4,3
46,197,3,4
