,step,vertical_idx,horizontal_idx
0,1,1,4
1,3,1,4
2,3,2,3
3,8,2,4
4,18,3,4
5,21,3,4
6,24,2,4
7,24,3,3
8,30,4,4
9,34,4,0
10,37,3,1
11,46,0,4
12,46,2,3
13,48,0,4
14,52,1,1
15,58,3,4
16,65,3,2
17,66,0,1
18,70,0,4
19,84,2,4
20,87,3,2
21,90,3,4
22,91,0,1
23,93,4,2
24,99,4,4
25,106,2,4
26,114,4,4
27,119,0,0
28,122,2,2
29,129,0,4
30,130,1,4
31,132,2,2
32,133,2,2
33,136,1,1
34,138,0,3
35,156,2,4
36,158,4,3
37,161,4,3
38,163,1,3
39,166,3,4
40,172,0,4
41,172,4,1
42,173,4,3
43,181,2,3
44,186,2,3
45,190,2,3
46,193,2,1
