,step,vertical_idx,horizontal_idx
0,3,1,3
1,19,4,2
2,21,3,1
3,24,3,3
4,27,3,4
5,36,1,4
6,37,2,3
7,40,1,2
8,42,1,1
9,45,2,2
10,54,4,4
11,56,1,4
12,58,1,4
13,59,1,4
14,61,3,3
15,65,1,4
16,65,2,3
17,66,4,0
18,72,1,1
19,89,0,4
20,90,2,1
21,91,1,2
22,94,1,4
23,98,2,4
24,100,2,3
25,101,0,1
26,102,4,4
27,107,4,3
28,108,3,0
29,108,3,3
30,113,1,4
31,113,2,2
32,118,2,3
33,123,0,4
34,127,4,2
35,130,2,3
36,136,0,2
37,142,1,3
38,156,3,4
39,166,2,2
40,166,4,4
41,168,4,4
42,170,4,3
43,175,0,4
44,175,3,4
45,176,4,1
46,176,4,2
47,180,4,3
48,186,1,3
49,192,1,4
50,196,4,4
51,198,2,3
