,step,vertical_idx,horizontal_idx
0,3,0,4
1,12,4,3
2,15,3,2
3,22,0,3
4,28,2,4
5,30,1,1
6,33,0,4
7,38,4,4
8,39,2,4
9,42,4,2
10,43,0,2
11,54,3,3
12,58,3,4
13,60,3,0
14,64,1,0
15,66,3,2
16,77,3,4
17,87,1,3
18,95,2,2
19,97,2,4
20,97,4,0
21,101,3,3
22,102,0,4
23,103,4,1
24,104,0,4
25,104,2,2
26,107,1,4
27,107,2,3
28,111,4,4
29,115,1,4
30,130,4,1
31,133,4,3
32,134,1,0
33,135,2,4
34,144,2,3
35,144,4,3
36,148,2,1
37,150,0,1
38,150,1,4
39,157,1,1
40,160,2,2
41,165,2,2
42,168,1,2
43,177,2,2
44,184,1,1
45,199,1,1
