,step,vertical_idx,horizontal_idx
0,12,4,4
1,14,3,2
2,16,3,2
3,16,4,4
4,17,2,2
5,18,3,1
6,19,1,2
7,26,2,3
8,32,4,3
9,34,2,4
10,36,2,4
11,39,1,2
12,39,3,1
13,44,3,1
14,44,4,2
15,48,3,2
16,51,4,2
17,54,1,3
18,63,4,4
19,71,1,3
20,73,1,4
21,73,3,2
22,74,2,2
23,84,2,2
24,91,1,1
25,91,3,3
26,97,2,1
27,99,1,1
28,115,1,4
29,115,3,3
30,118,0,1
31,118,1,4
32,119,1,4
33,128,4,2
34,130,4,3
35,133,2,3
36,141,3,3
37,148,4,4
38,160,0,3
39,162,4,3
40,168,3,3
41,168,4,3
42,170,3,2
43,176,4,4
44,178,1,3
45,179,1,3
46,183,2,4
47,184,0,3
48,184,0,4
49,191,3,3
50,200,1,3
