,step,vertical_idx,horizontal_idx
0,2,0,2
1,3,0,3
2,7,0,1
3,7,1,4
4,7,2,4
5,9,2,4
6,10,2,2
7,14,4,2
8,17,4,0
9,18,2,3
10,21,0,3
11,22,0,4
12,23,0,1
13,27,3,3
14,34,4,4
15,53,4,4
16,54,0,3
17,57,1,4
18,63,2,1
19,64,4,3
20,68,1,3
21,71,0,2
22,81,0,1
23,81,4,2
24,83,0,1
25,90,3,3
26,91,0,3
27,100,2,3
28,103,3,2
29,109,1,4
30,114,2,1
31,114,3,4
32,123,2,3
33,126,1,3
34,127,0,2
35,135,0,1
36,135,0,4
37,139,2,4
38,149,4,4
39,150,1,4
40,151,0,4
41,154,4,2
42,158,0,0
43,158,2,3
44,166,0,3
45,169,4,2
46,176,2,4
47,182,3,2
48,183,0,3
49,183,4,0
50,184,0,4
51,186,4,3
