,step,vertical_idx,horizontal_idx
0,2,3,3
1,8,2,3
2,11,1,1
3,16,1,4
4,18,0,2
5,18,3,2
6,19,4,4
7,21,2,3
8,23,1,4
9,24,1,2
10,27,2,4
11,31,0,3
12,37,4,4
13,38,2,4
14,46,2,1
15,54,0,1
16,59,0,4
17,63,1,4
18,66,1,3
19,69,3,3
20,83,3,1
21,93,3,2
22,94,2,4
23,95,3,0
24,96,1,4
25,98,1,1
26,101,2,3
27,106,2,4
28,110,4,3
29,111,4,4
30,112,1,1
31,122,1,2
32,136,3,3
33,139,0,1
34,149,0,3
35,151,4,1
36,153,1,3
37,155,4,2
38,158,3,2
39,167,3,3
40,168,0,4
41,171,3,3
42,177,3,4
43,189,2,1
44,195,0,4
45,196,3,2
46,198,4,4
