,step,vertical_idx,horizontal_idx
0,3,4,2
1,5,4,2
2,7,4,3
3,14,0,0
4,15,4,4
5,27,0,3
6,35,4,3
7,40,1,3
8,49,1,2
9,53,3,2
10,54,0,3
11,57,4,1
12,61,3,2
13,62,4,4
14,63,2,3
15,65,2,2
16,66,4,4
17,67,0,2
18,69,0,2
19,81,2,2
20,82,0,3
21,82,3,4
22,84,1,3
23,84,4,3
24,85,4,2
25,87,1,1
26,90,0,4
27,90,4,3
28,97,3,4
29,102,3,2
30,104,4,2
31,105,0,2
32,105,1,4
33,141,4,2
34,142,2,3
35,150,1,1
36,150,3,4
37,152,1,3
38,154,4,4
39,155,3,4
40,165,2,1
41,165,4,4
42,172,2,3
43,173,3,4
44,181,4,4
45,184,3,4
46,188,0,4
47,194,1,2
48,194,4,4
