,step,vertical_idx,horizontal_idx
0,5,0,3
1,8,4,1
2,11,3,3
3,12,1,2
4,14,3,4
5,15,2,4
6,16,0,4
7,29,2,4
8,32,2,3
9,34,2,2
10,36,1,3
11,37,1,4
12,45,3,3
13,51,1,4
14,55,3,3
15,58,1,4
16,59,4,1
17,71,3,4
18,73,2,1
19,75,3,4
20,83,4,1
21,85,0,0
22,86,3,3
23,89,1,3
24,90,0,4
25,90,4,4
26,96,2,3
27,98,2,4
28,102,4,4
29,109,1,4
30,113,4,3
31,120,4,1
32,124,2,3
33,125,0,4
34,126,0,0
35,126,3,4
36,127,2,2
37,129,3,4
38,130,3,2
39,132,1,0
40,132,4,0
41,142,4,4
42,147,0,1
43,148,3,2
44,150,1,2
45,154,4,3
46,156,0,2
47,165,4,0
48,175,4,3
49,184,2,4
50,186,3,4
51,188,2,1
52,188,3,2
53,200,1,3
