,step,vertical_idx,horizontal_idx
0,1,0,4
1,6,4,1
2,11,1,4
3,13,2,3
4,26,0,4
5,31,3,2
6,33,3,2
7,34,4,3
8,43,3,1
9,47,1,4
10,55,0,4
11,57,2,4
12,57,4,3
13,71,1,4
14,75,0,0
15,82,4,3
16,84,3,4
17,88,1,2
18,89,2,4
19,91,0,3
20,94,0,2
21,94,3,3
22,96,1,1
23,97,3,4
24,98,0,4
25,101,0,3
26,102,3,1
27,110,3,1
28,110,4,4
29,114,4,4
30,116,4,4
31,125,1,3
32,127,4,4
33,129,4,3
34,131,1,4
35,134,1,2
36,137,4,3
37,141,1,1
38,142,4,1
39,143,2,3
40,151,3,3
41,153,0,3
42,153,0,4
43,153,4,4
44,155,3,1
45,166,4,4
46,170,3,1
47,171,0,3
48,175,1,3
49,175,3,1
50,178,4,3
51,180,1,4
52,189,3,0
53,190,4,4
54,193,1,4
55,197,3,4
56,198,0,4
57,198,2,3
58,198,2,4
