,step,vertical_idx,horizontal_idx
0,1,0,2
1,3,3,4
2,12,3,2
3,19,0,4
4,19,4,1
5,20,1,1
6,25,1,4
7,25,2,4
8,28,3,2
9,30,4,1
10,46,2,4
11,47,0,1
12,47,0,4
13,47,4,2
14,50,1,2
15,52,0,1
16,60,2,4
17,66,0,3
18,77,3,3
19,83,4,3
20,88,1,2
21,97,0,4
22,98,1,4
23,98,3,1
24,107,3,1
25,109,1,3
26,109,4,1
27,112,2,4
28,114,4,4
29,118,4,2
30,122,4,0
31,123,0,2
32,128,0,2
33,139,2,1
34,152,2,2
35,152,4,2
36,153,1,4
37,160,0,1
38,164,4,2
39,167,0,1
40,167,2,3
41,167,3,2
42,176,2,4
43,177,0,3
44,177,2,3
45,184,1,4
46,186,0,4
47,189,1,4
48,190,1,1
49,194,1,4
50,197,1,4
