,step,vertical_idx,horizontal_idx
0,3,2,4
1,6,2,4
2,7,3,2
3,11,3,3
4,15,4,2
5,20,4,0
6,21,0,0
7,22,0,2
8,30,2,2
9,34,3,2
10,36,4,0
11,42,0,2
12,45,3,3
13,46,4,4
14,50,3,4
15,58,2,1
16,59,2,3
17,60,3,2
18,61,2,3
19,62,0,4
20,64,4,4
21,69,4,4
22,77,1,3
23,79,1,2
24,87,3,4
25,90,0,4
26,90,3,3
27,92,4,4
28,98,2,1
29,102,2,3
30,105,0,4
31,105,4,2
32,107,1,3
33,114,0,4
34,124,2,4
35,128,3,4
36,130,0,3
37,131,1,0
38,137,3,3
39,140,0,4
40,141,0,4
41,143,1,3
42,163,0,4
43,164,1,4
44,175,3,4
45,189,0,4
46,192,4,3
47,196,3,3
48,199,0,1
49,200,2,4
