,step,vertical_idx,horizontal_idx
0,8,3,4
1,11,1,3
2,11,4,1
3,17,4,3
4,20,2,2
5,28,2,2
6,56,3,0
7,56,4,3
8,58,4,2
9,60,1,3
10,63,4,0
11,66,0,4
12,69,2,4
13,72,2,4
14,74,0,2
15,78,4,1
16,78,4,3
17,80,2,4
18,81,3,3
19,85,0,4
20,87,1,1
21,102,2,2
22,107,4,2
23,110,2,4
24,110,4,0
25,114,4,4
26,118,4,3
27,123,3,3
28,138,0,3
29,139,1,0
30,140,0,3
31,145,0,4
32,145,4,4
33,146,1,4
34,147,3,1
35,153,2,2
36,156,3,3
37,159,0,3
38,161,4,4
39,167,0,1
40,167,2,2
41,174,3,4
42,179,3,4
43,183,1,4
44,190,2,1
45,190,4,1
46,195,4,1
