,step,vertical_idx,horizontal_idx
0,2,2,2
1,4,3,4
2,5,3,4
3,8,0,4
4,14,0,1
5,17,2,1
6,19,4,2
7,25,2,1
8,29,4,4
9,32,0,3
10,40,2,3
11,44,2,3
12,45,4,3
13,52,4,2
14,56,2,4
15,62,0,2
16,62,3,0
17,64,0,3
18,66,1,4
19,82,1,3
20,83,3,3
21,89,2,4
22,94,0,2
23,98,4,3
24,99,2,1
25,103,2,2
26,103,4,1
27,110,3,4
28,111,2,2
29,115,3,4
30,121,1,2
31,122,3,4
32,128,4,3
33,131,2,4
34,133,3,2
35,138,1,4
36,143,0,4
37,145,4,4
38,157,0,4
39,168,3,3
40,171,3,3
41,175,2,1
42,177,2,2
43,179,1,3
44,180,2,2
45,181,0,1
46,190,1,3
47,199,4,3
