,step,vertical_idx,horizontal_idx
0,5,0,1
1,16,1,3
2,16,3,3
3,22,4,4
4,24,4,3
5,26,3,3
6,28,4,4
7,32,2,4
8,36,1,1
9,38,2,2
10,39,2,4
11,39,4,4
12,41,4,1
13,43,0,4
14,45,4,1
15,52,0,2
16,54,1,2
17,59,2,2
18,68,0,3
19,71,1,3
20,80,1,3
21,83,2,4
22,92,3,0
23,95,0,4
24,97,3,2
25,105,1,3
26,105,2,3
27,106,2,3
28,112,3,3
29,112,4,3
30,116,0,4
31,117,0,2
32,118,0,2
33,118,2,4
34,120,1,1
35,123,1,3
36,124,3,0
37,127,0,1
38,127,3,4
39,132,2,3
40,141,2,2
41,154,0,4
42,155,2,1
43,159,3,4
44,160,1,0
45,165,3,1
46,167,4,4
47,171,1,2
48,175,1,4
49,178,3,4
50,189,1,2
51,191,4,2
52,193,0,2
53,195,0,1
