,step,vertical_idx,horizontal_idx
0,2,3,4
1,8,3,3
2,13,2,4
3,24,1,2
4,25,4,4
5,27,1,1
6,28,3,4
7,34,4,0
8,37,4,4
9,38,1,2
10,46,0,1
11,47,4,3
12,52,0,2
13,58,2,4
14,61,1,2
15,65,3,4
16,75,3,3
17,79,2,3
18,80,3,3
19,80,4,3
20,82,4,3
21,84,0,1
22,86,2,4
23,93,3,4
24,94,1,3
25,95,4,4
26,96,4,2
27,102,1,0
28,112,1,3
29,116,4,4
30,119,0,4
31,126,1,3
32,132,4,4
33,133,1,3
34,135,0,4
35,136,1,4
36,142,3,3
37,152,2,4
38,154,2,3
39,164,0,3
40,165,1,4
41,170,2,4
42,170,3,3
43,183,2,2
44,191,3,3
45,192,1,3
46,197,0,1
