,step,vertical_idx,horizontal_idx
0,1,0,0
1,24,3,2
2,29,0,4
3,30,4,4
4,32,2,2
5,33,3,4
6,38,4,2
7,39,1,3
8,39,3,4
9,47,1,2
10,47,3,0
11,48,0,1
12,54,0,2
13,57,1,1
14,61,2,4
15,63,4,3
16,68,1,3
17,68,3,1
18,75,2,2
19,76,4,1
20,78,0,3
21,84,2,2
22,94,1,1
23,98,4,3
24,100,3,4
25,101,0,4
26,107,1,3
27,125,2,4
28,128,1,4
29,133,2,4
30,136,4,3
31,137,1,2
32,138,3,2
33,145,0,2
34,145,3,4
35,152,3,2
36,155,2,1
37,161,2,2
38,162,0,0
39,167,2,2
40,175,1,3
41,181,4,4
42,182,0,2
43,184,1,4
44,189,1,4
45,189,4,4
46,190,2,3
47,192,3,2
48,192,4,1
49,198,3,4
