,step,vertical_idx,horizontal_idx
0,1,2,1
1,2,0,2
2,5,0,2
3,9,3,2
4,26,4,3
5,30,1,4
6,34,1,4
7,45,0,4
8,47,1,4
9,51,4,3
10,57,0,2
11,58,4,1
12,58,4,4
13,69,4,3
14,73,0,3
15,73,3,3
16,79,3,2
17,79,4,2
18,81,4,3
19,83,1,4
20,83,3,2
21,83,4,4
22,84,0,2
23,85,3,3
24,88,2,1
25,90,3,4
26,91,1,2
27,93,0,2
28,102,0,1
29,103,4,3
30,110,2,2
31,114,1,1
32,115,1,3
33,122,0,0
34,124,3,4
35,128,1,4
36,128,4,4
37,131,1,2
38,134,4,2
39,143,0,1
40,164,1,4
41,171,2,2
42,173,2,1
43,176,4,4
44,178,1,3
45,182,4,4
46,188,0,3
47,189,4,3
48,197,1,3
49,197,3,4
