,step,vertical_idx,horizontal_idx
0,4,4,3
1,6,3,3
2,22,0,0
3,23,3,4
4,23,4,1
5,31,3,3
6,32,4,4
7,33,3,1
8,38,1,2
9,42,4,4
10,43,2,1
11,43,2,3
12,50,0,2
13,51,3,2
14,53,3,4
15,66,4,2
16,68,4,3
17,70,1,4
18,71,3,2
19,78,3,2
20,79,3,3
21,84,4,3
22,87,4,2
23,93,2,3
24,94,2,1
25,94,3,2
26,101,3,1
27,103,2,2
28,105,2,3
29,110,2,2
30,111,0,1
31,112,1,4
32,118,4,2
33,128,2,2
34,135,0,4
35,136,4,4
36,137,1,3
37,149,2,3
38,150,2,3
39,152,1,1
40,153,2,3
41,156,1,1
42,156,1,4
43,158,2,2
44,159,1,4
45,163,3,2
46,169,4,1
47,173,4,3
48,175,0,2
49,175,4,2
50,180,3,3
51,184,3,2
52,185,4,3
53,189,0,1
54,189,3,2
55,198,2,3
56,198,4,4
57,200,2,4
