,step,vertical_idx,horizontal_idx
0,1,0,3
1,13,0,2
2,14,0,4
3,14,3,3
4,26,2,2
5,28,4,0
6,34,1,3
7,35,1,4
8,36,0,3
9,40,3,0
10,49,3,4
11,49,4,3
12,50,2,3
13,51,0,3
14,67,3,4
15,70,3,4
16,71,1,4
17,71,4,3
18,78,3,1
19,81,0,1
20,83,0,4
21,84,4,0
22,88,0,2
23,91,0,3
24,96,3,2
25,101,1,1
26,104,4,3
27,107,1,2
28,110,0,1
29,110,1,3
30,113,2,3
31,117,0,3
32,130,0,3
33,130,2,2
34,133,1,2
35,143,3,1
36,145,4,3
37,148,0,0
38,149,3,3
39,155,4,4
40,159,4,1
41,162,2,2
42,170,3,1
43,171,0,4
44,171,1,1
45,171,4,2
46,174,4,2
47,174,4,4
48,175,2,2
49,184,3,0
50,190,0,3
51,193,4,3
