,step,vertical_idx,horizontal_idx
0,9,0,2
1,14,0,4
2,17,0,1
3,18,4,4
4,20,3,4
5,29,0,3
6,32,0,4
7,37,4,4
8,42,2,2
9,50,4,2
10,56,3,4
11,66,0,1
12,71,3,4
13,73,4,4
14,75,1,4
15,78,2,4
16,83,3,4
17,87,0,3
18,90,1,4
19,93,3,2
20,94,3,1
21,105,1,0
22,108,4,2
23,115,3,2
24,118,2,2
25,120,2,1
26,121,4,1
27,127,0,4
28,127,1,1
29,127,4,2
30,128,2,2
31,130,3,2
32,132,4,4
33,144,1,0
34,146,1,3
35,148,2,1
36,151,4,3
37,152,2,1
38,153,4,3
39,163,4,1
40,176,0,2
41,182,4,2
42,191,4,2
43,194,1,4
44,197,3,1
45,198,0,1
