,step,vertical_idx,horizontal_idx
0,2,1,4
1,7,0,3
2,7,3,4
3,10,1,2
4,14,3,1
5,18,2,2
6,21,3,4
7,25,3,3
8,33,4,3
9,35,1,4
10,45,3,3
11,46,4,0
12,48,1,1
13,50,1,4
14,51,3,4
15,52,0,4
16,52,1,2
17,54,1,4
18,57,2,3
19,68,0,4
20,68,3,4
21,71,3,3
22,72,2,2
23,75,1,3
24,85,0,2
25,88,1,4
26,89,3,3
27,94,3,4
28,95,0,1
29,97,4,3
30,104,1,3
31,109,1,4
32,114,4,2
33,114,4,3
34,115,0,0
35,119,0,3
36,120,0,0
37,124,3,3
38,124,4,2
39,126,4,1
40,129,1,4
41,130,0,3
42,130,2,1
43,134,1,3
44,138,1,0
45,138,2,4
46,142,1,0
47,146,3,4
48,152,2,1
49,153,2,4
50,164,0,2
51,164,0,4
52,164,3,4
53,165,1,2
54,167,3,3
55,168,1,4
56,173,0,4
57,191,0,2
58,195,0,2
59,195,0,4
60,199,0,0
