,step,vertical_idx,horizontal_idx
0,1,3,3
1,2,2,4
2,7,0,4
3,7,3,1
4,12,0,3
5,13,0,4
6,14,4,1
7,20,2,4
8,20,3,1
9,25,1,4
10,30,0,2
11,35,2,3
12,35,3,3
13,36,4,1
14,37,1,1
15,42,3,3
16,48,1,2
17,53,0,2
18,54,1,4
19,54,3,4
20,55,3,4
21,59,4,0
22,65,3,1
23,68,3,1
24,72,0,3
25,72,4,3
26,76,4,0
27,79,1,4
28,79,3,4
29,90,4,2
30,92,0,3
31,96,1,0
32,99,3,3
33,99,3,4
34,111,2,3
35,116,2,1
36,117,3,3
37,121,2,1
38,123,0,1
39,123,3,4
40,124,0,3
41,126,2,4
42,127,0,0
43,129,3,4
44,130,0,3
45,133,0,4
46,138,1,0
47,145,2,2
48,145,2,3
49,146,0,4
50,146,2,3
51,146,2,4
52,148,3,4
53,152,1,4
54,154,2,2
55,157,3,2
56,161,0,4
57,168,2,4
58,170,4,2
59,174,3,0
60,176,0,2
61,176,1,1
62,180,0,1
63,184,0,2
64,184,4,3
65,188,1,4
