,step,vertical_idx,horizontal_idx
0,3,3,2
1,5,1,3
2,5,3,4
3,6,3,4
4,22,3,3
5,30,2,3
6,34,0,4
7,35,4,3
8,36,0,3
9,45,3,0
10,46,2,2
11,48,0,3
12,50,4,4
13,51,4,1
14,60,3,4
15,70,1,1
16,74,2,2
17,77,3,2
18,86,2,4
19,86,3,3
20,98,2,1
21,102,0,0
22,107,1,4
23,107,2,1
24,109,1,3
25,113,0,3
26,115,2,1
27,118,4,4
28,125,0,4
29,128,3,1
30,130,0,2
31,132,3,3
32,137,0,3
33,141,2,3
34,148,3,1
35,150,0,4
36,155,0,4
37,156,1,0
38,161,3,3
39,165,1,4
40,179,4,3
41,181,0,1
42,187,4,2
43,189,1,4
44,191,2,3
45,193,4,3
46,197,1,4
47,198,1,4
