,step,vertical_idx,horizontal_idx
0,1,3,2
1,4,1,3
2,4,3,0
3,7,1,3
4,21,4,3
5,27,3,4
6,39,3,1
7,43,1,3
8,44,0,0
9,44,4,4
10,48,2,1
11,58,0,4
12,62,0,4
13,67,0,1
14,74,3,2
15,78,3,2
16,79,3,3
17,84,2,4
18,88,1,2
19,89,3,4
20,93,2,1
21,99,4,3
22,105,3,3
23,107,3,4
24,109,4,4
25,114,4,3
26,115,4,4
27,123,2,3
28,131,4,4
29,136,0,4
30,150,2,3
31,154,3,0
32,160,0,4
33,161,0,2
34,161,2,3
35,162,2,3
36,168,2,4
37,173,1,3
38,175,4,4
39,176,0,3
40,179,3,3
41,179,4,3
42,180,2,4
43,181,3,2
44,183,1,2
45,189,0,2
46,189,2,2
47,189,4,3
48,190,4,0
49,192,2,2
50,198,2,4
