,step,vertical_idx,horizontal_idx
0,11,4,4
1,16,1,1
2,26,4,1
3,36,2,4
4,37,3,3
5,39,2,4
6,39,3,1
7,40,3,4
8,46,0,3
9,46,3,4
10,47,1,4
11,48,3,1
12,51,4,0
13,54,4,3
14,56,4,2
15,64,2,3
16,67,0,3
17,67,4,2
18,84,4,2
19,89,1,0
20,91,2,2
21,94,4,3
22,95,3,4
23,102,0,2
24,103,4,3
25,104,2,4
26,108,1,1
27,108,4,4
28,109,3,4
29,112,0,1
30,115,4,0
31,122,0,3
32,122,2,1
33,123,1,1
34,125,0,4
35,130,3,3
36,131,2,4
37,134,3,0
38,135,2,4
39,135,3,2
40,141,4,3
41,147,2,1
42,148,3,2
43,150,0,2
44,157,2,3
45,160,2,3
46,166,1,4
47,172,3,4
48,174,3,2
49,183,2,2
50,183,4,3
51,186,4,0
52,192,1,0
53,196,4,4
