,step,vertical_idx,horizontal_idx
0,12,3,4
1,15,0,4
2,26,4,1
3,27,0,3
4,30,1,0
5,31,3,3
6,32,3,0
7,32,4,4
8,37,2,4
9,38,3,2
10,44,2,4
11,46,2,4
12,47,3,2
13,48,2,3
14,51,1,0
15,51,1,1
16,52,1,1
17,61,3,4
18,66,4,1
19,74,0,2
20,77,3,3
21,77,4,4
22,78,2,3
23,80,0,2
24,80,4,3
25,88,2,4
26,91,2,2
27,94,4,3
28,95,1,3
29,96,0,2
30,100,0,2
31,111,4,0
32,114,3,2
33,115,0,3
34,115,2,4
35,119,0,1
36,131,4,1
37,133,4,2
38,145,3,3
39,146,3,4
40,147,0,3
41,151,1,3
42,152,0,1
43,155,1,3
44,162,0,2
45,169,0,4
46,171,1,3
47,171,2,2
48,171,3,4
49,172,3,3
50,173,2,1
51,176,4,4
52,178,0,2
53,185,0,3
54,194,2,2
