,step,vertical_idx,horizontal_idx
0,9,1,4
1,20,2,3
2,24,4,0
3,26,0,3
4,26,0,4
5,28,3,4
6,44,2,2
7,45,1,2
8,49,2,4
9,50,3,4
10,54,0,3
11,62,0,2
12,65,2,1
13,66,1,1
14,68,1,2
15,74,1,4
16,75,3,3
17,77,0,3
18,78,0,3
19,78,2,2
20,89,0,2
21,89,0,4
22,91,2,2
23,91,3,1
24,94,1,0
25,96,3,0
26,96,4,4
27,107,0,3
28,112,2,4
29,114,4,2
30,116,4,3
31,125,2,4
32,127,3,4
33,128,3,3
34,137,0,0
35,142,4,4
36,143,4,2
37,144,3,4
38,148,4,4
39,157,1,2
40,159,1,3
41,162,4,3
42,177,3,4
43,178,0,1
44,180,4,2
45,182,2,2
46,196,2,1
47,196,2,2
48,196,4,3
