,step,vertical_idx,horizontal_idx
0,5,2,2
1,6,3,0
2,25,3,2
3,36,2,2
4,37,3,1
5,38,2,4
6,42,1,3
7,43,4,2
8,47,3,3
9,49,2,3
10,54,3,2
11,61,0,0
12,67,2,4
13,69,3,1
14,70,0,2
15,74,1,4
16,76,4,3
17,80,3,1
18,86,1,4
19,91,3,3
20,91,3,4
21,96,1,3
22,97,3,4
23,110,0,2
24,111,0,4
25,115,4,4
26,117,0,3
27,124,4,1
28,125,1,2
29,129,1,3
30,131,0,4
31,131,1,3
32,133,3,3
33,137,3,4
34,139,4,4
35,141,1,2
36,145,1,2
37,145,1,4
38,146,1,2
39,155,1,2
40,161,2,4
41,166,2,1
42,174,4,4
43,175,3,4
44,178,1,0
45,195,3,1
46,198,0,4
