,step,vertical_idx,horizontal_idx
0,6,4,4
1,14,1,4
2,18,4,3
3,19,4,4
4,21,2,3
5,25,3,4
6,29,1,0
7,29,2,3
8,32,2,4
9,32,4,2
10,36,1,1
11,40,0,2
12,52,1,2
13,54,0,4
14,61,0,2
15,61,4,4
16,71,0,3
17,72,1,4
18,76,2,4
19,83,3,3
20,83,4,2
21,91,3,4
22,93,2,4
23,93,3,3
24,111,2,2
25,116,3,3
26,119,3,0
27,120,2,3
28,122,1,3
29,124,3,4
30,132,2,1
31,144,4,0
32,145,1,2
33,146,2,3
34,152,1,4
35,152,3,4
36,154,4,4
37,155,1,3
38,155,4,2
39,156,1,3
40,162,0,1
41,165,1,4
42,168,1,3
43,170,4,1
44,171,0,4
45,173,2,4
46,183,3,1
47,186,3,3
48,190,0,3
49,190,4,4
50,195,0,1
51,195,2,3
52,197,3,4
