,step,vertical_idx,horizontal_idx
0,4,3,3
1,10,1,4
2,19,2,4
3,24,4,4
4,27,4,4
5,28,1,3
6,28,4,4
7,34,1,2
8,35,0,3
9,44,0,4
10,45,1,3
11,48,1,3
12,50,2,3
13,52,2,4
14,53,2,3
15,55,4,4
16,66,4,2
17,68,1,4
18,72,3,1
19,73,4,4
20,74,0,4
21,76,2,2
22,80,2,1
23,82,1,4
24,86,3,3
25,86,4,0
26,90,1,4
27,93,0,4
28,95,2,2
29,97,2,2
30,104,1,4
31,107,0,4
32,108,2,2
33,109,4,3
34,123,1,3
35,128,1,0
36,132,2,4
37,144,3,3
38,144,4,1
39,144,4,3
40,144,4,4
41,146,2,2
42,148,1,1
43,159,2,1
44,163,0,4
45,163,4,0
46,166,4,2
47,174,0,2
48,175,1,3
49,176,4,3
50,177,2,3
51,180,1,2
52,184,1,4
53,185,4,4
54,189,4,3
55,192,1,4
56,192,2,3
57,194,4,1
58,198,2,1
