,step,vertical_idx,horizontal_idx
0,3,2,1
1,9,2,1
2,15,1,2
3,18,0,3
4,19,1,4
5,23,3,4
6,26,0,1
7,31,4,2
8,37,0,2
9,38,2,3
10,39,1,4
11,43,1,4
12,44,2,4
13,50,2,1
14,50,4,4
15,53,1,1
16,55,4,3
17,63,4,4
18,77,0,2
19,77,3,0
20,81,2,2
21,83,1,3
22,88,1,1
23,94,2,3
24,103,4,4
25,106,1,3
26,115,0,1
27,115,0,4
28,117,4,2
29,126,2,2
30,128,1,4
31,132,0,3
32,134,4,3
33,140,1,4
34,145,0,2
35,148,0,4
36,155,3,4
37,155,4,2
38,162,2,3
39,162,4,4
40,167,0,3
41,170,1,4
42,173,4,2
43,181,3,1
44,186,4,3
45,190,2,4
46,192,2,3
47,193,1,4
48,197,3,2
49,200,1,1
