,step,vertical_idx,horizontal_idx
0,1,3,0
1,4,0,4
2,7,4,1
3,14,1,3
4,19,4,2
5,28,4,1
6,31,2,4
7,31,4,3
8,32,1,3
9,36,4,2
10,46,0,2
11,47,4,3
12,51,1,4
13,53,0,0
14,56,3,1
15,63,1,4
16,70,2,4
17,76,3,3
18,78,1,4
19,78,3,4
20,83,4,1
21,86,3,3
22,88,4,2
23,92,0,4
24,95,0,1
25,99,4,1
26,118,3,3
27,119,2,4
28,132,4,4
29,133,2,3
30,141,2,4
31,143,3,2
32,146,0,4
33,148,3,4
34,153,1,3
35,159,2,3
36,164,4,2
37,166,1,0
38,169,2,4
39,171,4,4
40,177,2,3
41,181,3,2
42,188,4,0
43,188,4,2
44,189,0,0
45,191,1,2
46,194,0,4
47,198,4,3
