,step,vertical_idx,horizontal_idx
0,2,3,1
1,5,2,2
2,6,1,3
3,7,2,4
4,17,4,4
5,19,3,4
6,26,3,2
7,33,0,4
8,34,3,1
9,36,1,4
10,39,3,4
11,40,0,4
12,41,1,1
13,43,1,1
14,47,0,2
15,48,1,2
16,50,3,4
17,51,0,1
18,51,4,4
19,56,3,1
20,65,1,1
21,68,0,4
22,81,2,3
23,86,4,4
24,88,0,1
25,91,4,2
26,97,2,3
27,97,2,4
28,98,0,3
29,102,0,4
30,102,3,4
31,104,2,4
32,105,1,0
33,106,4,4
34,108,3,2
35,110,3,1
36,111,1,1
37,115,3,3
38,117,1,4
39,117,4,1
40,125,3,4
41,129,1,3
42,133,2,3
43,136,1,4
44,137,1,3
45,138,0,4
46,150,3,4
47,153,1,0
48,155,2,3
49,161,4,3
50,171,0,4
51,172,2,3
52,177,3,3
53,178,2,3
54,181,4,3
55,187,0,1
56,199,3,4
57,199,4,4
