,step,vertical_idx,horizontal_idx
0,12,3,4
1,13,1,1
2,18,0,3
3,18,1,4
4,20,4,3
5,21,1,4
6,21,3,4
7,25,0,1
8,32,4,4
9,36,0,3
10,39,1,2
11,50,0,1
12,51,2,4
13,54,1,4
14,58,3,4
15,60,4,4
16,61,4,2
17,63,2,3
18,67,1,2
19,69,2,1
20,71,0,3
21,72,2,2
22,74,2,3
23,78,2,3
24,79,0,0
25,83,1,0
26,84,2,3
27,85,2,4
28,86,4,2
29,93,4,3
30,100,3,4
31,101,1,1
32,108,4,4
33,109,1,0
34,113,2,4
35,117,2,4
36,127,2,1
37,130,0,4
38,135,1,4
39,142,0,4
40,142,2,4
41,143,4,3
42,144,3,2
43,146,3,2
44,148,0,1
45,150,0,1
46,155,3,1
47,157,0,2
48,165,0,2
49,165,2,4
50,173,0,2
51,173,0,4
52,186,1,1
53,191,2,2
54,191,4,4
55,198,2,1
56,199,2,1
