,step,vertical_idx,horizontal_idx
0,4,0,4
1,12,3,3
2,17,1,4
3,18,1,3
4,32,3,2
5,37,1,1
6,37,2,4
7,41,4,3
8,43,2,2
9,44,0,4
10,53,1,4
11,62,4,3
12,63,0,3
13,75,0,2
14,77,0,3
15,81,4,1
16,85,4,4
17,88,4,4
18,95,3,1
19,96,2,2
20,97,4,3
21,98,2,2
22,106,1,2
23,106,4,3
24,107,3,2
25,107,3,3
26,112,1,4
27,113,2,3
28,117,4,2
29,120,1,4
30,123,3,4
31,125,1,2
32,125,4,4
33,128,3,4
34,131,4,3
35,136,4,1
36,139,3,4
37,139,4,1
38,148,0,4
39,150,0,4
40,151,4,3
41,152,0,0
42,152,0,3
43,163,1,4
44,175,4,4
45,176,2,2
46,182,2,3
47,183,3,4
48,195,0,3
49,198,0,3
50,199,0,4
