,step,vertical_idx,horizontal_idx
0,4,2,4
1,4,4,3
2,12,1,4
3,19,0,2
4,29,2,4
5,30,3,4
6,32,2,3
7,34,2,2
8,39,4,4
9,40,1,3
10,51,4,2
11,58,0,4
12,59,4,0
13,63,2,2
14,65,0,4
15,67,2,4
16,68,4,2
17,73,4,4
18,88,1,2
19,93,4,4
20,97,0,2
21,99,1,4
22,100,3,2
23,105,0,3
24,112,3,4
25,113,1,3
26,113,1,4
27,123,4,2
28,132,1,1
29,132,2,3
30,134,0,0
31,136,4,3
32,162,2,4
33,163,2,3
34,166,1,0
35,167,3,2
36,168,3,3
37,170,3,3
38,171,3,3
39,172,0,3
40,175,4,0
41,179,4,4
42,180,1,0
43,182,1,3
44,185,4,4
45,200,2,4
