,step,vertical_idx,horizontal_idx
0,1,1,3
1,15,1,0
2,20,4,4
3,26,2,1
4,29,1,3
5,31,0,4
6,33,2,4
7,34,0,4
8,34,1,4
9,37,3,4
10,39,2,2
11,55,0,2
12,55,1,1
13,59,2,3
14,66,0,1
15,70,4,4
16,75,3,4
17,75,4,3
18,76,0,3
19,81,0,3
20,83,2,4
21,88,3,4
22,90,3,4
23,91,1,4
24,93,3,1
25,98,1,2
26,106,0,3
27,110,1,2
28,110,3,4
29,118,1,3
30,125,2,3
31,126,2,2
32,127,2,1
33,129,4,3
34,132,0,3
35,132,2,2
36,134,3,2
37,137,2,1
38,139,1,3
39,139,4,4
40,142,4,2
41,144,4,4
42,150,3,4
43,162,4,0
44,167,3,1
45,174,0,3
46,178,0,3
47,183,3,4
48,184,4,4
