,step,vertical_idx,horizontal_idx
0,4,2,2
1,6,1,2
2,16,3,2
3,23,0,3
4,26,3,4
5,38,0,3
6,38,4,1
7,39,0,3
8,40,3,4
9,42,0,2
10,44,4,2
11,49,2,1
12,52,4,1
13,54,3,3
14,54,3,4
15,59,3,3
16,63,4,3
17,92,2,3
18,93,3,1
19,95,1,3
20,103,3,3
21,104,3,2
22,107,4,0
23,109,4,1
24,115,1,4
25,116,3,4
26,127,1,4
27,127,4,4
28,129,1,2
29,131,3,4
30,135,3,3
31,138,0,4
32,141,4,4
33,142,1,4
34,142,4,4
35,145,1,1
36,152,4,4
37,154,2,4
38,172,1,1
39,173,4,4
40,178,0,0
41,178,0,2
42,178,4,4
43,187,4,4
44,188,0,4
45,194,3,3
