,step,vertical_idx,horizontal_idx
0,1,3,3
1,7,0,2
2,16,1,2
3,16,4,3
4,20,2,1
5,24,1,4
6,28,3,1
7,36,1,4
8,37,0,2
9,37,3,1
10,39,3,0
11,42,1,4
12,44,2,3
13,45,3,3
14,47,0,2
15,57,3,3
16,63,1,1
17,65,3,4
18,66,4,0
19,67,0,4
20,70,3,3
21,77,2,4
22,85,1,4
23,86,1,1
24,89,1,0
25,91,4,4
26,93,1,2
27,96,0,1
28,96,2,1
29,101,2,2
30,109,0,4
31,116,1,3
32,116,4,3
33,125,1,3
34,127,4,4
35,128,0,2
36,143,3,2
37,145,0,2
38,146,2,4
39,147,4,2
40,148,0,4
41,149,3,2
42,151,0,3
43,153,3,4
44,157,2,3
45,166,4,4
46,170,1,2
47,177,2,3
48,179,1,3
49,187,0,1
