,step,vertical_idx,horizontal_idx
0,13,2,3
1,13,3,0
2,15,3,2
3,19,1,1
4,29,0,1
5,31,2,3
6,34,3,4
7,37,4,1
8,38,2,3
9,53,1,0
10,54,3,3
11,54,4,4
12,55,2,3
13,58,1,4
14,65,4,3
15,69,4,3
16,75,3,3
17,77,1,4
18,86,4,3
19,86,4,4
20,89,2,2
21,91,4,1
22,92,3,1
23,93,4,4
24,97,3,4
25,104,1,4
26,110,0,2
27,114,1,3
28,115,1,1
29,123,1,3
30,126,0,4
31,130,1,4
32,131,1,2
33,131,4,3
34,136,0,4
35,146,0,4
36,147,3,1
37,153,4,1
38,166,3,2
39,167,3,4
40,171,1,1
41,171,3,0
42,180,4,1
43,183,3,2
44,185,2,4
45,185,3,3
46,185,4,4
47,190,2,2
48,198,3,0
