,step,vertical_idx,horizontal_idx
0,2,3,2
1,5,0,2
2,8,4,2
3,11,2,3
4,19,1,3
5,21,0,4
6,22,2,3
7,25,1,1
8,26,4,0
9,36,4,3
10,37,2,4
11,40,2,3
12,44,0,4
13,49,0,3
14,49,2,1
15,51,2,4
16,51,3,4
17,52,4,2
18,54,2,4
19,59,1,0
20,65,4,3
21,73,0,2
22,73,1,3
23,73,4,1
24,76,4,3
25,77,3,3
26,78,4,3
27,79,3,3
28,79,4,2
29,84,3,4
30,96,1,3
31,102,3,4
32,103,0,2
33,111,2,4
34,115,3,4
35,117,4,3
36,120,3,4
37,121,4,1
38,122,0,1
39,126,2,4
40,126,3,4
41,127,3,3
42,129,0,3
43,129,2,3
44,132,1,1
45,139,1,3
46,143,0,3
47,143,2,2
48,157,4,3
49,163,4,4
50,166,4,4
51,168,3,4
52,170,4,2
53,172,1,3
54,174,0,3
55,178,0,1
56,180,1,1
57,181,1,4
58,185,4,2
59,186,4,1
