,step,vertical_idx,horizontal_idx
0,8,2,2
1,8,3,4
2,12,3,3
3,13,0,4
4,14,3,2
5,15,2,4
6,17,2,3
7,24,3,3
8,28,2,4
9,40,0,4
10,40,2,4
11,46,4,4
12,49,3,4
13,51,2,3
14,54,0,2
15,58,2,3
16,60,3,1
17,67,0,1
18,73,4,2
19,77,1,2
20,80,1,3
21,80,2,2
22,81,4,2
23,88,4,2
24,94,2,1
25,98,2,4
26,100,0,4
27,101,2,3
28,103,1,3
29,103,3,4
30,109,4,4
31,112,3,3
32,113,1,4
33,116,2,4
34,117,2,2
35,126,4,1
36,128,1,4
37,139,4,3
38,142,4,4
39,146,4,4
40,152,2,4
41,159,1,3
42,169,0,3
43,171,3,4
44,173,1,1
45,175,3,0
46,183,0,2
47,184,2,1
48,185,0,4
49,185,3,4
50,197,2,4
51,200,2,4
