,step,vertical_idx,horizontal_idx
0,5,2,4
1,8,3,2
2,12,1,2
3,16,0,3
4,20,3,1
5,21,3,1
6,24,3,1
7,24,4,2
8,29,3,4
9,31,0,4
10,53,2,3
11,55,3,3
12,69,0,4
13,72,4,2
14,73,2,1
15,74,2,2
16,81,0,0
17,86,1,4
18,87,4,2
19,94,3,2
20,95,2,3
21,102,1,0
22,106,0,4
23,108,4,2
24,109,1,2
25,112,2,4
26,115,3,4
27,120,3,3
28,123,3,1
29,130,0,2
30,134,0,4
31,135,3,2
32,137,0,3
33,138,1,1
34,142,0,0
35,145,4,4
36,148,1,1
37,155,0,4
38,158,2,4
39,172,4,2
40,173,0,1
41,175,3,1
42,182,1,4
43,187,2,1
44,189,2,2
45,192,1,2
46,192,3,4
47,193,1,1
48,194,1,0
