,step,vertical_idx,horizontal_idx
0,3,1,3
1,3,2,1
2,11,4,3
3,17,2,4
4,33,1,1
5,42,2,2
6,43,1,2
7,44,4,2
8,54,2,4
9,59,4,4
10,61,1,2
11,61,3,3
12,62,4,3
13,63,4,4
14,68,1,4
15,74,3,4
16,76,2,1
17,77,1,3
18,84,0,4
19,84,3,1
20,86,1,1
21,88,3,2
22,92,0,0
23,93,0,2
24,93,3,2
25,95,4,1
26,105,2,3
27,106,4,3
28,107,4,1
29,114,0,0
30,115,1,2
31,115,1,4
32,116,0,4
33,124,0,3
34,125,1,2
35,128,2,1
36,129,2,1
37,136,1,3
38,137,1,2
39,137,2,1
40,139,0,2
41,143,1,4
42,146,1,4
43,153,2,2
44,154,3,2
45,159,2,4
46,162,1,4
47,162,4,3
48,165,3,0
49,167,2,3
50,167,2,4
51,174,3,1
52,176,3,4
53,177,0,3
54,180,0,4
55,180,1,2
56,183,1,4
57,188,1,4
58,193,2,2
59,197,3,4
