,step,vertical_idx,horizontal_idx
0,8,0,4
1,10,2,4
2,11,1,3
3,16,1,2
4,21,2,1
5,23,1,3
6,33,3,4
7,34,3,4
8,36,4,1
9,50,0,4
10,50,2,2
11,51,1,2
12,56,1,4
13,57,4,0
14,57,4,4
15,69,3,4
16,69,4,4
17,72,0,1
18,72,4,3
19,78,0,4
20,78,1,4
21,79,3,1
22,82,0,3
23,83,4,1
24,86,3,4
25,88,0,2
26,89,2,4
27,101,3,4
28,103,0,1
29,105,4,0
30,107,1,4
31,109,2,2
32,111,4,2
33,112,2,2
34,114,1,2
35,119,3,2
36,120,3,1
37,127,3,3
38,128,0,3
39,128,4,4
40,129,4,1
41,134,4,4
42,138,0,4
43,140,2,3
44,142,4,2
45,144,2,2
46,146,2,2
47,148,0,1
48,154,3,3
49,157,3,4
50,160,3,4
51,165,2,1
52,166,4,4
53,168,1,3
54,180,0,2
55,180,2,4
56,186,1,4
57,187,1,3
58,187,2,4
59,193,2,2
60,194,4,4
61,197,2,3
