,step,vertical_idx,horizontal_idx
0,2,0,1
1,5,3,3
2,7,1,4
3,10,2,1
4,14,2,4
5,15,1,0
6,21,0,4
7,22,0,3
8,23,2,1
9,29,0,3
10,30,2,3
11,31,2,2
12,36,0,1
13,36,4,4
14,39,4,4
15,42,4,0
16,43,2,4
17,47,3,1
18,51,4,1
19,56,0,1
20,60,3,4
21,61,4,3
22,63,0,4
23,70,3,4
24,80,0,4
25,82,3,4
26,83,2,4
27,87,3,3
28,94,0,4
29,107,1,4
30,110,1,4
31,120,4,2
32,123,0,2
33,131,2,3
34,132,2,3
35,133,4,4
36,135,0,4
37,143,2,2
38,145,3,0
39,146,3,4
40,147,0,2
41,155,1,3
42,160,0,2
43,164,2,3
44,165,1,1
45,171,4,3
46,172,0,4
47,174,2,4
48,177,2,2
49,183,4,2
50,185,0,4
51,187,3,4
52,188,4,3
53,189,1,4
54,198,3,2
55,199,1,2
