,step,vertical_idx,horizontal_idx
0,1,4,2
1,4,3,2
2,6,2,4
3,9,2,3
4,17,0,1
5,24,1,2
6,24,3,0
7,25,0,2
8,29,2,4
9,30,3,3
10,31,1,4
11,32,2,1
12,45,3,2
13,48,1,4
14,48,3,0
15,56,1,2
16,64,2,3
17,65,3,3
18,68,0,2
19,73,0,3
20,73,1,4
21,80,2,4
22,81,2,4
23,84,1,4
24,93,3,2
25,100,2,3
26,101,3,3
27,102,4,2
28,106,3,2
29,110,3,4
30,112,3,4
31,117,0,3
32,119,1,3
33,121,4,4
34,124,4,1
35,126,1,2
36,126,1,3
37,130,4,2
38,132,3,4
39,134,3,3
40,135,3,2
41,136,4,3
42,138,2,4
43,147,4,4
44,149,2,4
45,150,0,2
46,156,1,1
47,159,4,2
48,166,0,0
49,170,1,3
50,174,4,2
51,176,3,3
52,181,1,2
53,186,0,0
54,188,3,2
55,190,0,0
56,190,0,4
57,196,2,2
58,198,0,1
59,198,4,4
