,step,vertical_idx,horizontal_idx
0,1,4,1
1,7,1,3
2,14,1,4
3,17,2,1
4,18,0,2
5,20,4,4
6,25,0,4
7,26,3,3
8,27,2,2
9,34,1,4
10,52,4,3
11,53,1,0
12,56,4,4
13,58,1,1
14,58,3,4
15,60,0,2
16,60,1,4
17,61,1,4
18,67,0,3
19,69,1,4
20,70,2,2
21,72,2,4
22,77,0,1
23,81,4,4
24,85,0,4
25,87,0,2
26,92,3,2
27,94,1,2
28,99,4,3
29,106,1,1
30,108,3,3
31,112,0,2
32,114,0,3
33,119,0,2
34,122,3,4
35,127,1,4
36,128,0,4
37,129,0,2
38,131,1,4
39,139,2,3
40,140,4,2
41,155,3,1
42,156,1,4
43,156,3,4
44,157,1,1
45,159,0,3
46,161,0,3
47,163,2,4
48,173,0,2
49,173,0,4
50,178,4,1
51,179,3,4
52,180,4,4
53,184,3,1
54,186,4,0
55,186,4,2
56,188,1,4
57,190,0,3
58,192,0,3
59,192,4,1
60,198,3,2
