,step,vertical_idx,horizontal_idx
0,11,3,4
1,17,0,1
2,19,2,1
3,22,0,4
4,22,4,1
5,24,3,4
6,29,3,2
7,31,2,1
8,32,3,1
9,34,1,4
10,36,4,3
11,38,0,1
12,40,1,3
13,40,2,2
14,46,1,3
15,49,3,4
16,51,1,1
17,62,0,3
18,62,1,4
19,65,4,4
20,81,2,4
21,85,4,3
22,95,0,3
23,96,0,1
24,96,1,3
25,100,0,2
26,100,4,2
27,103,4,1
28,105,0,4
29,107,0,4
30,108,0,1
31,115,3,4
32,127,4,4
33,128,3,3
34,130,2,4
35,135,3,2
36,144,2,3
37,153,0,1
38,156,3,1
39,159,0,2
40,161,1,3
41,165,1,2
42,166,0,1
43,169,4,2
44,173,2,2
45,174,0,4
46,174,2,4
47,176,0,4
48,177,4,4
49,182,3,0
50,194,2,4
