,step,vertical_idx,horizontal_idx
0,1,3,4
1,2,1,4
2,2,3,4
3,2,4,2
4,5,4,4
5,9,4,4
6,11,4,1
7,16,2,4
8,23,3,3
9,26,1,2
10,27,1,2
11,34,3,2
12,36,0,1
13,39,0,4
14,40,0,3
15,46,4,4
16,47,0,4
17,47,2,4
18,47,3,3
19,49,3,2
20,53,1,4
21,57,0,1
22,57,1,1
23,64,2,3
24,70,4,4
25,74,4,0
26,80,0,4
27,86,0,0
28,90,4,3
29,93,2,3
30,97,0,4
31,97,2,1
32,100,4,4
33,105,1,3
34,105,3,3
35,107,3,4
36,110,1,3
37,113,4,3
38,114,2,2
39,116,0,4
40,119,3,0
41,123,0,3
42,125,0,4
43,125,4,4
44,126,0,4
45,126,2,1
46,135,1,3
47,136,2,4
48,139,0,4
49,142,1,4
50,145,3,1
51,152,2,4
52,154,4,4
53,158,3,4
54,158,4,0
55,162,4,4
56,163,4,4
57,174,2,3
58,181,0,4
59,185,4,4
60,188,2,4
61,196,3,3
62,198,4,3
