,step,vertical_idx,horizontal_idx
0,1,1,3
1,2,0,3
2,2,1,4
3,4,0,3
4,4,1,4
5,6,1,3
6,8,3,3
7,10,0,4
8,11,3,4
9,15,3,4
10,17,4,0
11,26,2,3
12,34,3,1
13,35,1,2
14,37,2,3
15,40,1,3
16,41,1,3
17,59,0,3
18,59,3,4
19,65,3,3
20,67,0,3
21,68,1,0
22,69,0,0
23,69,4,1
24,72,0,3
25,75,3,1
26,79,1,1
27,83,4,4
28,84,3,3
29,88,3,3
30,88,4,4
31,94,4,3
32,95,3,4
33,104,0,3
34,111,2,1
35,116,4,3
36,127,3,3
37,127,4,4
38,131,4,2
39,142,2,1
40,145,1,4
41,151,3,1
42,155,0,0
43,157,3,3
44,158,1,3
45,162,0,4
46,163,2,3
47,176,1,2
48,178,2,4
49,186,2,3
50,199,0,2
