,step,vertical_idx,horizontal_idx
0,1,4,3
1,10,1,2
2,16,4,4
3,21,1,2
4,32,0,2
5,32,3,3
6,41,0,4
7,49,2,2
8,57,2,4
9,58,3,3
10,59,3,4
11,61,3,0
12,63,0,2
13,64,3,1
14,68,0,3
15,68,1,3
16,69,4,3
17,71,4,4
18,72,4,0
19,73,3,4
20,74,2,3
21,83,1,2
22,84,0,2
23,90,0,2
24,93,2,4
25,100,2,1
26,101,2,3
27,112,3,3
28,123,0,0
29,129,0,4
30,144,2,3
31,144,4,0
32,144,4,1
33,146,2,4
34,147,2,2
35,147,2,3
36,150,4,1
37,151,0,1
38,152,4,2
39,154,0,3
40,154,2,4
41,156,3,1
42,177,2,3
43,181,3,3
44,182,0,3
45,182,4,2
46,182,4,3
47,188,2,3
48,194,0,0
