,step,vertical_idx,horizontal_idx
0,8,1,3
1,13,2,2
2,17,0,4
3,21,1,2
4,24,0,3
5,24,1,2
6,33,2,1
7,36,1,2
8,36,2,4
9,39,2,4
10,46,0,4
11,48,2,4
12,51,4,3
13,54,0,4
14,56,4,3
15,57,3,4
16,71,4,3
17,75,4,3
18,82,4,4
19,91,1,3
20,95,3,4
21,108,3,4
22,115,4,4
23,117,3,0
24,120,4,4
25,121,0,2
26,122,0,2
27,124,3,2
28,124,4,2
29,130,1,3
30,131,0,4
31,132,4,3
32,138,4,4
33,141,1,4
34,158,0,1
35,164,4,1
36,166,1,1
37,166,4,2
38,177,4,4
39,179,0,3
40,179,1,1
41,180,4,4
42,182,2,4
43,190,0,2
44,191,1,3
45,193,4,3
46,197,3,4
