,step,vertical_idx,horizontal_idx
0,1,0,2
1,2,1,3
2,4,3,2
3,7,2,3
4,7,4,1
5,13,3,2
6,24,4,1
7,29,4,1
8,37,2,3
9,41,3,3
10,41,4,4
11,44,2,3
12,47,0,2
13,49,0,2
14,51,0,2
15,56,0,4
16,67,2,4
17,72,0,4
18,73,2,4
19,74,2,3
20,76,1,3
21,83,1,3
22,84,1,3
23,89,2,2
24,99,4,4
25,106,4,3
26,107,1,2
27,110,4,3
28,113,3,2
29,114,1,2
30,117,4,1
31,118,4,2
32,123,1,4
33,125,4,1
34,129,2,3
35,153,1,1
36,161,0,4
37,162,3,3
38,163,3,4
39,166,4,3
40,167,0,4
41,167,1,4
42,170,1,3
43,171,2,4
44,172,2,1
45,173,4,2
46,179,3,2
47,183,3,4
48,189,2,1
