,step,vertical_idx,horizontal_idx
0,1,0,3
1,3,4,4
2,4,0,1
3,10,0,2
4,12,2,3
5,14,3,1
6,14,3,3
7,16,2,3
8,17,4,4
9,20,0,4
10,26,3,2
11,28,3,2
12,30,0,4
13,32,2,3
14,32,3,4
15,33,3,4
16,41,2,1
17,61,2,3
18,63,3,2
19,63,3,3
20,74,4,4
21,81,0,2
22,84,4,3
23,88,3,3
24,89,4,3
25,105,1,4
26,106,1,4
27,107,2,4
28,108,1,4
29,110,1,4
30,114,4,4
31,120,1,2
32,124,3,2
33,128,2,3
34,130,4,4
35,132,0,2
36,136,3,2
37,136,4,3
38,145,0,4
39,145,3,0
40,155,2,1
41,158,2,4
42,163,3,4
43,172,3,1
44,177,4,3
45,178,3,2
46,183,1,2
47,185,2,4
48,187,1,3
49,192,4,3
50,196,1,2
51,196,4,3
